epoch,stage,total,bce,nc,q,csr_alpha,p3_context,p3_current,p3_fine,p4_context,p4_current,p4_fine
141,C3_reliable_0p3,0.096592,0.066139,0.048296,1.000000,1.000000,0.322132,0.382957,0.294911,0.436540,0.329981,0.233479
142,C3_reliable_0p3,0.095772,0.067472,0.047886,1.000000,1.000000,0.322116,0.382916,0.294968,0.437105,0.330034,0.232861
143,C3_reliable_0p3,0.095118,0.065534,0.047559,1.000000,1.000000,0.322266,0.382525,0.295208,0.437195,0.329741,0.233064
144,C3_reliable_0p3,0.097217,0.067028,0.048608,1.000000,1.000000,0.322046,0.382549,0.295404,0.437416,0.329308,0.233275
145,C3_reliable_0p3,0.094151,0.066510,0.047075,1.000000,1.000000,0.322199,0.382318,0.295482,0.437589,0.329047,0.233365
146,C3_reliable_0p3,0.097425,0.066976,0.048712,1.000000,1.000000,0.322411,0.382168,0.295422,0.437871,0.328986,0.233143
147,C3_reliable_0p3,0.094061,0.065388,0.047031,1.000000,1.000000,0.322171,0.382387,0.295441,0.437421,0.329232,0.233347
148,C3_reliable_0p3,0.096831,0.066256,0.048416,1.000000,1.000000,0.322031,0.382688,0.295281,0.437457,0.329273,0.233270
149,C3_reliable_0p3,0.094133,0.066863,0.047066,1.000000,1.000000,0.321945,0.382880,0.295176,0.437528,0.329225,0.233247
150,C3_reliable_0p3,0.093945,0.062983,0.046973,1.000000,1.000000,0.321841,0.382923,0.295236,0.437109,0.329141,0.233750
